date,time,price,drink_name
2024-05-31,16:27,3.282,Coke
2024-05-31,16:50,3.772,Dr Pepper
2024-05-31,16:53,3.772,Sprite
2024-05-31,17:02,3.282,Coke
2024-05-31,17:38,2.792,Mt Dew
2024-06-01,06:00,2.792,Mt Dew
2024-06-01,06:08,3.772,Dr Pepper
2024-06-01,06:56,3.772,Dr Pepper
2024-06-01,10:37,3.282,Coke
2024-06-01,10:57,3.282,Coke
2024-06-01,12:53,3.282,Coke
2024-06-01,13:11,3.772,Sprite
2024-06-01,15:14,3.772,Sprite
2024-06-01,15:56,3.9,A&W Root Beer
2024-06-01,17:02,3.772,A&W Root Beer
2024-06-01,17:29,3.282,Coke
2024-06-02,07:05,3.772,Dr Pepper
2024-06-02,07:13,3.282,Coke
2024-06-02,09:02,3.772,Sprite
2024-06-02,09:37,3.282,Coke
2024-06-02,12:10,3.772,Dr Pepper
2024-06-02,16:01,3.4,Coke
2024-06-03,07:31,3.772,Dr Pepper
2024-06-03,08:59,3.772,Dr Pepper
2024-06-03,10:11,3.772,Sprite
2024-06-03,11:38,3.282,Coke
2024-06-03,13:27,3.772,Dr Pepper
2024-06-03,14:11,3.4,Coke
2024-06-03,15:45,3.4,Coke
2024-06-04,06:19,2.792,Mt Dew
2024-06-04,07:19,3.282,Coke
2024-06-04,07:39,3.772,Dr Pepper
2024-06-04,08:17,3.772,Fanta
2024-06-04,08:30,3.772,Dr Pepper
2024-06-04,09:33,2.792,Mt Dew
2024-06-04,09:43,3.772,Sprite
2024-06-04,14:31,3.772,Fanta
2024-06-04,14:35,3.772,Sprite
2024-06-04,14:57,2.792,Mt Dew
2024-06-04,14:59,3.282,Coke
2024-06-04,15:13,3.282,Coke
2024-06-04,16:21,3.282,Coke
2024-06-04,17:14,3.282,Coke
2024-06-05,08:39,3.772,Sprite
2024-06-05,10:45,3.772,Sprite
2024-06-05,11:35,2.792,Pepsi
2024-06-05,13:25,3.772,Dr Pepper
2024-06-05,13:37,3.282,Coke
2024-06-05,15:14,3.282,Coke
2024-06-05,15:57,3.772,Dr Pepper
2024-06-05,17:02,3.772,A&W Root Beer
2024-06-05,17:28,2.792,Mt Dew
2024-06-06,07:36,3.282,Coke
2024-06-06,08:17,3.282,Coke
2024-06-06,10:31,3.772,Dr Pepper
2024-06-06,10:37,2.792,Pepsi
2024-06-06,11:59,3.282,Coke
2024-06-06,12:26,3.772,Sprite
2024-06-06,13:30,3.772,Dr Pepper
2024-06-06,14:39,3.772,Dr Pepper
2024-06-06,15:44,3.772,Sprite
2024-06-06,16:28,3.282,Coke
2024-06-06,16:32,3.772,Dr Pepper
2024-06-07,08:03,3.772,Sprite
2024-06-07,11:49,2.302,Ginger Ale
2024-06-07,12:20,3.282,Coke
2024-06-07,14:55,2.792,Mt Dew
2024-06-07,15:19,2.792,Mt Dew
2024-06-08,12:49,2.792,Mt Dew
2024-06-08,13:10,3.282,Coke
2024-06-08,15:32,3.772,Sprite
2024-06-08,16:32,3.772,Sprite
2024-06-09,06:24,3.772,Dr Pepper
2024-06-09,07:08,3.772,Dr Pepper
2024-06-09,10:07,3.772,Sprite
2024-06-09,10:18,2.792,Mt Dew
2024-06-09,10:29,2.302,Ginger Ale
2024-06-09,11:16,3.772,Sprite
2024-06-09,11:27,3.282,Coke
2024-06-09,13:21,3.772,Dr Pepper
2024-06-09,14:08,3.772,Dr Pepper
2024-06-09,14:30,2.792,Mt Dew
2024-06-09,14:33,3.772,Sprite
2024-06-09,15:39,3.282,Coke
2024-06-09,17:20,2.792,Pepsi
2024-06-10,07:03,3.772,Sprite
2024-06-10,08:49,3.772,Dr Pepper
2024-06-10,11:04,3.772,Fanta
2024-06-10,14:21,3.772,Fanta
2024-06-10,16:34,3.772,Dr Pepper
2024-06-10,17:11,3.772,Dr Pepper
2024-06-11,06:34,3.282,Coke
2024-06-11,07:44,3.772,Dr Pepper
2024-06-11,08:28,3.772,Dr Pepper
2024-06-11,09:29,3.772,Fanta
2024-06-11,11:37,3.282,Coke
2024-06-11,17:46,3.282,Coke
2024-06-12,07:03,3.772,Fanta
2024-06-12,09:06,3.772,Sprite
2024-06-12,12:17,3.772,Dr Pepper
2024-06-12,12:26,3.772,Dr Pepper
2024-06-12,14:44,3.772,Fanta
2024-06-12,17:02,3.282,Coke
2024-06-13,06:00,2.792,Pepsi
2024-06-13,07:09,3.772,Dr Pepper
2024-06-13,08:04,3.282,Coke
2024-06-13,09:11,2.792,Mt Dew
2024-06-13,10:36,3.282,Coke
2024-06-13,11:56,3.772,Fanta
2024-06-13,13:43,3.772,Dr Pepper
2024-06-13,14:10,3.282,Coke
2024-06-13,14:18,2.302,Ginger Ale
2024-06-13,15:51,2.302,Ginger Ale
2024-06-13,16:00,3.282,Coke
2024-06-13,17:50,3.282,Coke
2024-06-14,08:21,2.792,Mt Dew
2024-06-14,11:09,2.792,Pepsi
2024-06-14,15:54,3.772,Dr Pepper
2024-06-14,16:06,3.282,Coke
2024-06-15,06:44,3.772,Sprite
2024-06-15,12:32,3.772,Dr Pepper
2024-06-15,13:17,3.282,Coke
2024-06-15,13:51,2.302,Ginger Ale
2024-06-15,15:32,3.772,A&W Root Beer
2024-06-15,16:18,3.282,Coke
2024-06-15,17:09,3.282,Coke
2024-06-15,17:34,2.792,Pepsi
2024-06-16,07:01,3.282,Coke
2024-06-16,07:12,3.772,Dr Pepper
2024-06-16,08:02,3.772,Fanta
2024-06-16,08:16,3.772,Fanta
2024-06-16,10:06,3.282,Coke
2024-06-16,11:39,2.302,Ginger Ale
2024-06-16,12:32,3.282,Coke
2024-06-16,13:53,3.282,Coke
2024-06-16,15:43,3.772,Fanta
2024-06-16,16:05,3.772,Fanta
2024-06-16,16:43,3.282,Coke
2024-06-16,17:23,3.282,Coke
2024-06-17,07:56,2.792,Pepsi
2024-06-17,09:07,2.792,Mt Dew
2024-06-17,09:20,2.792,Mt Dew
2024-06-17,09:53,3.772,Sprite
2024-06-17,11:01,3.772,Sprite
2024-06-17,12:16,3.772,Sprite
2024-06-17,13:55,3.772,Sprite
2024-06-17,14:31,2.792,Pepsi
2024-06-17,16:35,2.792,Pepsi
2024-06-17,17:19,3.282,Coke
2024-06-18,07:31,2.792,Pepsi
2024-06-18,08:24,3.772,Sprite
2024-06-18,09:17,3.772,Sprite
2024-06-18,10:00,3.772,Sprite
2024-06-18,10:28,2.792,Mt Dew
2024-06-18,14:00,3.282,Coke
2024-06-18,15:13,3.282,Coke
2024-06-19,08:31,3.772,Dr Pepper
2024-06-19,09:32,2.792,Mt Dew
2024-06-19,09:43,2.792,Pepsi
2024-06-19,10:16,3.772,Dr Pepper
2024-06-19,12:11,3.772,A&W Root Beer
2024-06-19,12:12,3.282,Coke
2024-06-19,14:54,3.772,Sprite
2024-06-19,16:15,3.772,Dr Pepper
2024-06-19,16:19,3.282,Coke
2024-06-19,16:20,3.772,Sprite
2024-06-19,17:18,3.282,Coke
2024-06-20,06:44,3.772,Dr Pepper
2024-06-20,12:23,3.772,Dr Pepper
2024-06-20,13:11,3.772,Dr Pepper
2024-06-20,15:56,3.772,Dr Pepper
2024-06-20,17:23,3.772,Dr Pepper
2024-06-20,17:43,3.282,Coke
2024-06-21,08:02,3.772,Dr Pepper
2024-06-21,08:53,2.792,Pepsi
2024-06-21,08:54,3.282,Coke
2024-06-21,09:04,3.282,Coke
2024-06-21,09:36,2.302,Ginger Ale
2024-06-21,10:25,3.772,Dr Pepper
2024-06-21,12:54,3.772,Sprite
2024-06-21,13:48,3.772,Sprite
2024-06-21,14:46,3.772,Sprite
2024-06-21,16:03,3.772,Sprite
2024-06-21,16:13,2.792,Pepsi
2024-06-21,17:49,3.282,Coke
2024-06-22,06:38,2.792,Mt Dew
2024-06-22,09:01,3.282,Coke
2024-06-22,09:25,3.282,Coke
2024-06-22,11:42,3.772,Dr Pepper
2024-06-22,15:18,3.772,Sprite
2024-06-23,06:02,3.282,Coke
2024-06-23,08:29,3.282,Coke
2024-06-23,14:04,3.772,Sprite
2024-06-23,14:36,3.772,Dr Pepper
2024-06-23,17:27,3.772,Sprite
2024-06-24,08:16,3.282,Coke
2024-06-24,09:29,3.772,Sprite
2024-06-24,10:14,3.772,Sprite
2024-06-24,12:21,3.772,Dr Pepper
2024-06-24,17:44,3.772,Sprite
2024-06-24,17:52,3.772,Sprite
2024-06-25,06:19,3.772,Dr Pepper
2024-06-25,07:26,3.282,Coke
2024-06-25,08:47,3.282,Coke
2024-06-25,14:59,3.772,Sprite
2024-06-26,06:07,3.772,Dr Pepper
2024-06-26,06:27,2.302,Ginger Ale
2024-06-26,08:33,2.792,Pepsi
2024-06-26,11:22,3.772,Dr Pepper
2024-06-26,12:39,3.772,Sprite
2024-06-26,14:13,3.282,Coke
2024-06-27,09:43,3.282,Coke
2024-06-27,10:23,2.792,Mt Dew
2024-06-27,12:07,3.282,Coke
2024-06-27,12:49,3.772,Sprite
2024-06-28,08:43,2.792,Mt Dew
2024-06-28,09:19,2.302,Ginger Ale
2024-06-28,11:37,3.282,Coke
2024-06-28,12:58,3.772,Dr Pepper
2024-06-28,15:50,3.772,Sprite
2024-06-29,11:06,3.282,Coke
2024-06-29,11:47,3.282,Coke
2024-06-29,13:04,3.282,Coke
2024-06-29,14:43,3.772,Sprite
2024-06-29,15:57,3.772,Sprite
2024-06-29,16:29,3.772,Sprite
2024-06-29,16:32,3.772,Fanta
2024-06-29,17:54,3.772,Dr Pepper
2024-06-30,12:40,3.772,Dr Pepper
2024-06-30,14:30,2.302,Ginger Ale
2024-06-30,15:52,3.772,Fanta
2024-06-30,16:20,3.282,Coke
2024-07-01,09:58,2.302,Ginger Ale
2024-07-01,13:25,3.772,Sprite
2024-07-01,17:33,3.772,Sprite
2024-07-02,06:17,3.282,Coke
2024-07-02,08:53,2.792,Pepsi
2024-07-02,09:06,3.772,Dr Pepper
2024-07-02,12:00,2.792,Pepsi
2024-07-02,14:24,3.282,Coke
2024-07-02,16:03,3.282,Coke
2024-07-03,06:29,3.282,Coke
2024-07-03,06:53,3.772,Sprite
2024-07-03,07:19,3.772,Sprite
2024-07-03,09:10,3.282,Coke
2024-07-03,11:21,3.282,Coke
2024-07-03,13:35,3.772,Dr Pepper
2024-07-03,15:17,2.302,Ginger Ale
2024-07-03,15:24,3.772,Sprite
2024-07-03,16:32,3.772,Dr Pepper
2024-07-04,13:03,3.282,Coke
2024-07-04,14:00,2.792,Pepsi
2024-07-05,07:07,3.772,A&W Root Beer
2024-07-05,08:47,3.282,Coke
2024-07-05,09:11,3.282,Coke
2024-07-05,09:26,2.302,Ginger Ale
2024-07-05,11:02,2.792,Pepsi
2024-07-05,13:26,2.302,Ginger Ale
2024-07-05,13:31,2.792,Pepsi
2024-07-05,16:15,2.792,Pepsi
2024-07-05,17:06,3.772,Sprite
2024-07-05,17:26,3.282,Coke
2024-07-06,06:48,3.772,Dr Pepper
2024-07-06,08:57,3.282,Dr Pepper
2024-07-06,10:35,3.282,Dr Pepper
2024-07-06,11:03,3.282,Dr Pepper
2024-07-06,12:57,2.792,Coke
2024-07-07,08:25,3.282,Sprite
2024-07-07,10:14,2.792,Coke
2024-07-07,10:29,2.792,Coke
2024-07-07,11:31,3.282,Sprite
2024-07-07,11:56,3.282,Sprite
2024-07-07,12:08,3.282,Fanta
2024-07-07,12:55,3.282,A&W Root Beer
2024-07-07,13:15,3.282,Dr Pepper
2024-07-07,16:48,3.282,Sprite
2024-07-07,17:39,3.282,Fanta
2024-07-07,17:42,2.792,Coke
2024-07-08,07:46,3.282,Dr Pepper
2024-07-08,11:54,2.302,Pepsi
2024-07-08,14:29,2.302,Pepsi
2024-07-08,15:33,2.792,Coke
2024-07-08,17:13,3.282,Dr Pepper
2024-07-09,06:45,2.792,Coke
2024-07-09,13:24,2.792,Coke
2024-07-09,14:33,2.792,Coke
2024-07-09,15:25,3.282,Sprite
2024-07-09,15:37,2.792,Coke
2024-07-10,11:50,2.302,Pepsi
2024-07-10,11:57,2.792,Coke
2024-07-10,14:21,3.282,Dr Pepper
2024-07-11,06:04,3.282,Fanta
2024-07-11,06:29,2.792,Coke
2024-07-11,07:46,3.282,Dr Pepper
2024-07-11,10:33,2.302,Pepsi
2024-07-12,07:12,2.302,Mt Dew
2024-07-12,07:52,3.282,Fanta
2024-07-12,11:23,3.282,Fanta
2024-07-12,15:28,3.282,Fanta
2024-07-12,17:05,3.282,Fanta
2024-07-13,11:40,3.282,Dr Pepper
2024-07-13,15:45,3.282,Dr Pepper
2024-07-14,07:31,2.302,Pepsi
2024-07-14,07:38,2.792,Coke
2024-07-14,10:24,3.282,Sprite
2024-07-14,11:08,3.282,Dr Pepper
2024-07-14,14:09,2.302,Pepsi
2024-07-14,16:13,3.282,Dr Pepper
2024-07-15,08:40,3.282,Sprite
2024-07-16,07:57,2.792,Coke
2024-07-16,15:03,3.282,Fanta
2024-07-17,06:49,2.792,Coke
2024-07-18,07:09,2.792,Coke
2024-07-18,08:30,1.812,Ginger Ale
2024-07-18,08:56,2.302,Pepsi
2024-07-18,09:05,2.302,Pepsi
2024-07-18,09:24,2.302,Mt Dew
2024-07-18,10:08,3.282,Dr Pepper
2024-07-18,10:24,3.282,Sprite
2024-07-18,11:33,3.282,Dr Pepper
2024-07-18,13:14,3.282,Fanta
2024-07-18,13:16,3.282,Dr Pepper
2024-07-18,13:47,3.282,Dr Pepper
2024-07-19,06:03,2.302,Pepsi
2024-07-19,06:06,2.792,Coke
2024-07-19,07:35,3.282,Dr Pepper
2024-07-19,10:26,2.792,Coke
2024-07-19,11:43,3.282,Dr Pepper
2024-07-19,12:29,3.282,A&W Root Beer
2024-07-19,16:26,3.282,Dr Pepper
2024-07-19,16:59,3.282,Dr Pepper
2024-07-20,07:02,2.302,Pepsi
2024-07-20,07:45,3.282,Dr Pepper
2024-07-20,09:20,2.302,Pepsi
2024-07-20,13:13,3.282,Dr Pepper
2024-07-20,16:19,3.282,Dr Pepper
2024-07-20,16:26,2.302,Pepsi
2024-07-20,17:40,3.282,Dr Pepper
2024-07-21,07:08,3.282,A&W Root Beer
2024-07-21,07:11,3.282,Sprite
2024-07-21,07:45,2.302,Mt Dew
2024-07-21,17:47,3.282,Dr Pepper
2024-07-22,06:04,2.302,Pepsi
2024-07-22,08:53,2.302,Pepsi
2024-07-22,15:42,2.792,Coke
2024-07-22,16:18,3.282,Dr Pepper
2024-07-23,06:18,3.282,Dr Pepper
2024-07-23,06:38,2.302,Pepsi
2024-07-23,06:49,2.792,Coke
2024-07-23,08:42,3.282,A&W Root Beer
2024-07-23,12:17,3.282,Dr Pepper
2024-07-23,12:34,2.302,Pepsi
2024-07-23,12:52,2.792,Coke
2024-07-23,13:08,2.792,Coke
2024-07-23,13:31,3.282,Dr Pepper
2024-07-23,14:33,3.282,Dr Pepper
2024-07-23,17:21,2.302,Pepsi
2024-07-23,17:39,2.302,Pepsi
2024-07-24,07:31,2.792,Coke
2024-07-24,07:57,2.792,Coke
2024-07-24,08:27,1.812,Ginger Ale
2024-07-24,09:00,3.282,Sprite
2024-07-24,09:40,3.282,Dr Pepper
2024-07-24,10:04,1.812,Ginger Ale
2024-07-24,11:47,3.282,Dr Pepper
2024-07-24,11:59,3.282,Sprite
2024-07-24,13:13,3.282,Sprite
2024-07-24,13:32,2.792,Coke
2024-07-24,14:46,2.302,Pepsi
2024-07-24,17:30,2.302,Pepsi
2024-07-25,06:04,2.302,Pepsi
2024-07-25,06:14,3.282,Dr Pepper
2024-07-25,07:14,2.792,Coke
2024-07-25,10:02,2.302,Pepsi
2024-07-25,10:24,3.282,Sprite
2024-07-25,11:30,3.282,Sprite
2024-07-25,12:13,2.302,Mt Dew
2024-07-25,12:54,1.812,Ginger Ale
2024-07-25,15:05,2.302,Mt Dew
2024-07-25,17:42,3.282,A&W Root Beer
2024-07-26,06:08,3.282,Dr Pepper
2024-07-26,06:15,2.792,Coke
2024-07-26,06:23,1.812,Ginger Ale
2024-07-26,07:22,2.302,Mt Dew
2024-07-26,07:42,2.302,Mt Dew
2024-07-26,07:59,3.282,Dr Pepper
2024-07-26,09:35,3.282,Dr Pepper
2024-07-26,10:44,2.792,Coke
2024-07-26,11:05,2.792,Coke
2024-07-26,11:18,3.282,Sprite
2024-07-26,11:31,3.282,Sprite
2024-07-26,12:34,3.282,Dr Pepper
2024-07-26,15:03,2.302,Pepsi
2024-07-26,15:06,3.282,Sprite
2024-07-26,15:25,3.282,Dr Pepper
2024-07-26,17:03,2.792,Coke
2024-07-27,06:29,3.282,Sprite
2024-07-27,08:36,2.792,Coke
2024-07-27,08:39,2.792,Coke
2024-07-27,09:09,1.812,Ginger Ale
2024-07-27,09:58,2.792,Coke
2024-07-27,10:38,1.812,Ginger Ale
2024-07-27,11:16,3.282,Dr Pepper
2024-07-27,11:44,3.282,Sprite
2024-07-27,12:34,3.282,Sprite
2024-07-27,13:20,2.792,Coke
2024-07-27,14:25,2.792,Coke
2024-07-27,16:04,3.282,Dr Pepper
2024-07-27,16:21,3.282,Sprite
2024-07-28,06:45,1.812,Ginger Ale
2024-07-28,10:29,2.792,Coke
2024-07-28,16:46,3.282,Dr Pepper
2024-07-29,06:20,3.282,Dr Pepper
2024-07-29,07:06,2.302,Pepsi
2024-07-29,07:19,2.792,Coke
2024-07-29,07:39,2.302,Pepsi
2024-07-29,08:31,2.792,Coke
2024-07-29,09:22,3.282,Sprite
2024-07-29,11:57,3.282,Fanta
2024-07-29,14:23,3.282,Fanta
2024-07-29,16:05,3.282,Sprite
2024-07-29,17:06,2.302,Pepsi
2024-07-29,17:22,3.282,A&W Root Beer
2024-07-30,06:25,2.792,Coke
2024-07-30,06:36,2.302,Mt Dew
2024-07-30,07:21,3.282,Sprite
2024-07-30,07:29,2.792,Coke
2024-07-30,08:22,2.302,Mt Dew
2024-07-30,09:26,2.792,Coke
2024-07-30,10:06,3.282,Dr Pepper
2024-07-30,10:21,2.302,Pepsi
2024-07-30,10:51,1.812,Ginger Ale
2024-07-30,11:01,2.792,Coke
2024-07-30,11:05,2.792,Coke
2024-07-30,12:00,2.792,Coke
2024-07-30,12:01,2.792,Coke
2024-07-30,12:58,3.282,Dr Pepper
2024-07-30,13:07,2.792,Coke
2024-07-30,13:25,2.302,Mt Dew
2024-07-30,13:28,2.792,Coke
2024-07-30,13:43,1.812,Ginger Ale
2024-07-30,15:08,2.792,Coke
2024-07-30,15:10,2.792,Coke
2024-07-30,15:12,2.792,Coke
2024-07-30,15:21,3.282,Dr Pepper
2024-07-30,15:56,2.302,Pepsi
2024-07-30,17:14,3.282,Sprite
2024-07-31,06:03,2.792,Coke
2024-07-31,06:49,2.792,Coke
2024-07-31,06:51,2.792,Coke
2024-07-31,07:10,2.302,Pepsi
2024-07-31,07:34,2.302,Pepsi
2024-07-31,07:47,2.792,Coke
2024-07-31,08:24,3.282,A&W Root Beer
2024-07-31,08:27,3.282,Dr Pepper
2024-07-31,08:32,2.792,Coke
2024-07-31,08:35,2.302,Mt Dew
2024-07-31,08:58,3.282,Dr Pepper
2024-07-31,10:03,2.302,Mt Dew
2024-07-31,10:28,3.282,Dr Pepper
2024-07-31,10:34,3.282,A&W Root Beer
2024-07-31,10:36,2.302,Mt Dew
2024-07-31,12:38,3.282,Dr Pepper
2024-07-31,14:56,3.282,Sprite
2024-07-31,14:59,2.302,Mt Dew
2024-07-31,15:47,2.792,Coke
2024-07-31,16:17,3.282,Dr Pepper
2024-07-31,17:48,3.282,Dr Pepper
2024-07-31,17:50,3.282,Dr Pepper
2024-08-01,06:35,2.792,Coke
2024-08-01,07:34,2.792,Coke
2024-08-01,09:11,2.792,Coke
2024-08-01,09:45,2.792,Coke
2024-08-01,09:54,2.302,Mt Dew
2024-08-01,12:55,3.282,Sprite
2024-08-01,12:59,3.282,Sprite
2024-08-01,13:02,2.792,Coke
2024-08-01,13:30,2.792,Coke
2024-08-01,13:34,2.302,Pepsi
2024-08-01,14:54,2.302,Pepsi
2024-08-01,15:51,3.282,Sprite
2024-08-02,09:17,2.792,Coke
2024-08-02,11:33,2.792,Coke
2024-08-02,12:12,2.302,Mt Dew
2024-08-02,15:19,2.792,Coke
2024-08-02,15:36,3.282,Dr Pepper
2024-08-03,06:00,2.792,Coke
2024-08-03,06:37,2.792,Coke
2024-08-03,06:44,2.792,Coke
2024-08-03,07:10,2.792,Coke
2024-08-03,08:38,2.302,Mt Dew
2024-08-03,08:49,2.302,Mt Dew
2024-08-03,08:59,1.812,Ginger Ale
2024-08-03,09:12,2.792,Coke
2024-08-03,09:15,2.792,Coke
2024-08-03,10:27,2.792,Coke
2024-08-03,12:24,3.282,Sprite
2024-08-03,15:58,3.282,Dr Pepper
2024-08-03,16:46,3.282,Dr Pepper
2024-08-04,08:37,3.282,Sprite
2024-08-04,10:13,2.792,Coke
2024-08-04,11:58,3.282,Sprite
2024-08-04,14:42,2.792,Coke
2024-08-04,16:05,3.282,Sprite
2024-08-04,17:44,3.282,Sprite
2024-08-05,06:10,2.302,Mt Dew
2024-08-05,07:02,2.792,Coke
2024-08-05,08:03,2.302,Mt Dew
2024-08-05,08:26,3.282,Sprite
2024-08-05,12:23,3.282,Dr Pepper
2024-08-05,12:25,3.282,Dr Pepper
2024-08-05,13:11,3.282,Dr Pepper
2024-08-05,13:18,2.792,Coke
2024-08-05,14:23,3.282,Dr Pepper
2024-08-05,14:28,3.282,Dr Pepper
2024-08-05,14:31,3.282,A&W Root Beer
2024-08-05,16:48,3.282,A&W Root Beer
2024-08-05,17:30,2.792,Coke
2024-08-06,06:06,2.302,Mt Dew
2024-08-06,06:43,3.282,Fanta
2024-08-06,09:28,3.282,Sprite
2024-08-06,09:50,3.282,Dr Pepper
2024-08-06,11:30,3.282,A&W Root Beer
2024-08-06,14:18,3.282,Dr Pepper
2024-08-06,17:20,2.792,Coke
2024-08-06,17:55,3.282,Dr Pepper
2024-08-07,07:18,2.792,Coke
2024-08-07,08:07,2.302,Pepsi
2024-08-07,09:01,2.302,Pepsi
2024-08-07,10:37,1.812,Ginger Ale
2024-08-07,11:28,2.302,Pepsi
2024-08-07,11:35,3.282,Dr Pepper
2024-08-07,14:52,3.282,A&W Root Beer
2024-08-07,15:04,3.282,Sprite
2024-08-07,16:53,3.282,Dr Pepper
2024-08-07,17:48,3.282,Dr Pepper
2024-08-08,07:51,1.812,Ginger Ale
2024-08-08,09:47,2.302,Mt Dew
2024-08-08,11:15,2.792,Coke
2024-08-08,12:08,2.302,Mt Dew
2024-08-08,12:25,2.302,Mt Dew
2024-08-08,12:57,3.282,Sprite
2024-08-08,16:34,3.282,Sprite
2024-08-08,17:54,2.792,Coke
2024-08-09,07:50,3.282,Dr Pepper
2024-08-09,08:44,2.302,Pepsi
2024-08-09,09:08,2.302,Mt Dew
2024-08-09,10:18,2.792,Coke
2024-08-09,12:43,3.282,Dr Pepper
2024-08-09,13:06,2.302,Pepsi
2024-08-09,15:04,2.302,Pepsi
2024-08-09,16:16,3.282,Fanta
2024-08-10,06:02,3.282,Sprite
2024-08-10,06:51,2.792,Coke
2024-08-10,07:43,2.302,Mt Dew
2024-08-10,09:53,2.302,Mt Dew
2024-08-10,10:33,2.302,Pepsi
2024-08-10,12:21,3.282,Dr Pepper
2024-08-10,12:47,2.792,Coke
2024-08-10,13:09,3.282,Dr Pepper
2024-08-10,13:44,3.282,A&W Root Beer
2024-08-10,15:51,3.282,A&W Root Beer
2024-08-10,16:57,3.282,A&W Root Beer
2024-08-11,06:34,3.282,Dr Pepper
2024-08-11,06:43,3.282,Dr Pepper
2024-08-11,07:21,2.792,Coke
2024-08-11,08:59,3.282,Sprite
2024-08-11,09:26,2.792,Coke
2024-08-11,11:45,2.302,Mt Dew
2024-08-11,12:08,3.282,Dr Pepper
2024-08-11,12:27,2.792,Coke
2024-08-11,12:39,3.282,A&W Root Beer
2024-08-11,13:23,3.282,Sprite
2024-08-11,15:13,1.812,Ginger Ale
2024-08-11,15:39,2.302,Mt Dew
2024-08-11,16:08,3.282,Dr Pepper
2024-08-11,16:39,3.282,Dr Pepper
2024-08-11,17:07,3.282,Sprite
2024-08-12,07:27,3.282,Fanta
2024-08-12,08:38,2.792,Coke
2024-08-12,08:44,2.302,Pepsi
2024-08-12,09:03,3.282,Dr Pepper
2024-08-12,09:51,3.282,Dr Pepper
2024-08-12,10:09,1.812,Ginger Ale
2024-08-12,12:01,2.792,Coke
2024-08-12,12:03,2.792,Coke
2024-08-12,12:26,2.792,Coke
2024-08-12,12:51,2.792,Coke
2024-08-12,13:57,3.282,Dr Pepper
2024-08-12,15:15,3.282,Sprite
2024-08-12,15:31,3.282,Sprite
2024-08-13,06:56,2.792,Coke
2024-08-13,07:38,2.792,Coke
2024-08-13,07:42,2.792,Coke
2024-08-13,07:52,2.302,Mt Dew
2024-08-13,09:25,3.282,Dr Pepper
2024-08-13,10:58,2.792,Coke
2024-08-13,12:00,3.282,Dr Pepper
2024-08-13,15:27,3.282,Sprite
2024-08-13,15:39,2.792,Coke
2024-08-13,15:47,3.282,Dr Pepper
2024-08-13,16:09,3.282,A&W Root Beer
2024-08-13,17:09,3.282,Sprite
2024-08-13,17:14,2.302,Mt Dew
2024-08-14,06:12,3.282,Dr Pepper
2024-08-14,07:31,3.282,Sprite
2024-08-14,09:57,2.302,Mt Dew
2024-08-14,11:31,1.812,Ginger Ale
2024-08-14,11:33,2.302,Pepsi
2024-08-14,11:44,2.302,Pepsi
2024-08-14,15:17,3.282,Dr Pepper
2024-08-14,15:34,2.302,Pepsi
2024-08-14,15:39,2.302,Mt Dew
2024-08-14,15:56,2.792,Coke
2024-08-14,16:50,3.282,Dr Pepper
2024-08-14,17:04,2.302,Mt Dew
2024-08-14,17:27,3.282,Dr Pepper
2024-08-15,07:24,2.302,Mt Dew
2024-08-15,08:03,3.282,Sprite
2024-08-15,08:08,3.282,Fanta
2024-08-15,08:56,3.282,Dr Pepper
2024-08-15,09:05,3.282,Dr Pepper
2024-08-15,09:31,3.282,Dr Pepper
2024-08-15,09:36,2.302,Pepsi
2024-08-15,10:08,1.812,Ginger Ale
2024-08-15,12:35,2.792,Coke
2024-08-15,13:43,3.282,Fanta
2024-08-15,14:23,2.792,Coke
2024-08-15,14:25,2.792,Coke
2024-08-15,14:57,2.302,Pepsi
2024-08-15,15:33,3.282,Sprite
2024-08-15,16:07,1.812,Ginger Ale
2024-08-15,17:40,2.792,Coke
2024-08-16,08:11,3.282,Dr Pepper
2024-08-16,08:44,2.302,Pepsi
2024-08-16,10:55,2.792,Coke
2024-08-16,11:31,1.812,Ginger Ale
2024-08-16,16:26,1.812,Ginger Ale
2024-08-17,07:36,2.792,Coke
2024-08-17,09:54,3.282,Sprite
2024-08-17,13:12,2.792,Coke
2024-08-17,13:17,2.302,Mt Dew
2024-08-17,13:53,2.302,Mt Dew
2024-08-17,14:52,2.792,Coke
2024-08-17,16:53,2.302,Mt Dew
2024-08-17,17:11,3.282,Dr Pepper
2024-08-17,17:15,3.282,Sprite
2024-08-17,17:26,2.792,Coke
2024-08-17,17:33,3.282,Dr Pepper
2024-08-18,07:17,3.282,Sprite
2024-08-18,09:03,3.282,Sprite
2024-08-18,09:19,2.302,Mt Dew
2024-08-18,11:58,2.792,Coke
2024-08-18,12:00,3.282,Sprite
2024-08-18,14:30,2.792,Coke
2024-08-18,15:04,2.792,Coke
2024-08-18,15:29,2.792,Coke
2024-08-18,15:52,2.302,Pepsi
2024-08-18,17:52,2.302,Pepsi
2024-08-19,06:44,2.792,Coke
2024-08-19,10:05,2.792,Coke
2024-08-19,10:19,3.282,Dr Pepper
2024-08-19,16:00,3.282,A&W Root Beer
2024-08-20,07:24,2.302,Mt Dew
2024-08-20,08:36,3.282,Dr Pepper
2024-08-20,09:04,1.812,Ginger Ale
2024-08-20,09:37,2.302,Mt Dew
